
Minimum time:  760	(0.076 ms)

Test #		Time
929:		796	(0.0796 ms)
930:		802	(0.0802 ms)
931:		836	(0.0836 ms)
932:		806	(0.0806 ms)
933:		805	(0.0805 ms)
934:		851	(0.0851 ms)
935:		802	(0.0802 ms)
936:		803	(0.0803 ms)
937:		850	(0.085 ms)
938:		802	(0.0802 ms)
939:		802	(0.0802 ms)
940:		1261	(0.1261 ms)
941:		778	(0.0778 ms)
942:		800	(0.08 ms)
943:		850	(0.085 ms)
944:		804	(0.0804 ms)
945:		806	(0.0806 ms)
946:		841	(0.0841 ms)
947:		803	(0.0803 ms)
948:		809	(0.0809 ms)
949:		851	(0.0851 ms)
950:		808	(0.0808 ms)
951:		818	(0.0818 ms)
952:		850	(0.085 ms)
953:		805	(0.0805 ms)
954:		805	(0.0805 ms)
955:		842	(0.0842 ms)
956:		810	(0.081 ms)
957:		812	(0.0812 ms)
958:		835	(0.0835 ms)
959:		801	(0.0801 ms)
960:		805	(0.0805 ms)
961:		836	(0.0836 ms)
962:		806	(0.0806 ms)
963:		804	(0.0804 ms)
964:		813	(0.0813 ms)
965:		848	(0.0848 ms)
966:		808	(0.0808 ms)
967:		802	(0.0802 ms)
968:		851	(0.0851 ms)
969:		804	(0.0804 ms)
970:		805	(0.0805 ms)
971:		846	(0.0846 ms)
972:		810	(0.081 ms)
973:		809	(0.0809 ms)
974:		837	(0.0837 ms)
975:		810	(0.081 ms)
976:		814	(0.0814 ms)
977:		838	(0.0838 ms)
978:		809	(0.0809 ms)
979:		805	(0.0805 ms)
980:		842	(0.0842 ms)
981:		810	(0.081 ms)
982:		803	(0.0803 ms)
983:		859	(0.0859 ms)
984:		806	(0.0806 ms)
985:		1015	(0.1015 ms)
986:		1002	(0.1002 ms)
987:		814	(0.0814 ms)
988:		806	(0.0806 ms)
989:		843	(0.0843 ms)
990:		765	(0.0765 ms)
991:		795	(0.0795 ms)
992:		839	(0.0839 ms)
993:		805	(0.0805 ms)
994:		787	(0.0787 ms)
995:		765	(0.0765 ms)
996:		813	(0.0813 ms)
997:		806	(0.0806 ms)
998:		805	(0.0805 ms)
999:		825	(0.0825 ms)
1000:		781	(0.0781 ms)
1001:		804	(0.0804 ms)
1002:		846	(0.0846 ms)
1003:		805	(0.0805 ms)
1004:		807	(0.0807 ms)
1005:		840	(0.084 ms)
1006:		803	(0.0803 ms)
1007:		807	(0.0807 ms)
1008:		841	(0.0841 ms)
1009:		804	(0.0804 ms)
1010:		808	(0.0808 ms)
1011:		843	(0.0843 ms)
1012:		816	(0.0816 ms)
1013:		808	(0.0808 ms)
1014:		846	(0.0846 ms)
1015:		805	(0.0805 ms)
1016:		808	(0.0808 ms)
1017:		849	(0.0849 ms)
1018:		803	(0.0803 ms)
1019:		806	(0.0806 ms)
1020:		867	(0.0867 ms)
1021:		804	(0.0804 ms)
1022:		810	(0.081 ms)
1023:		802	(0.0802 ms)
1024:		850	(0.085 ms)
1025:		810	(0.081 ms)
1026:		808	(0.0808 ms)
1027:		847	(0.0847 ms)
1028:		806	(0.0806 ms)
1029:		806	(0.0806 ms)
1030:		846	(0.0846 ms)
1031:		808	(0.0808 ms)
1032:		805	(0.0805 ms)
1033:		852	(0.0852 ms)
1034:		803	(0.0803 ms)
1035:		799	(0.0799 ms)
1036:		844	(0.0844 ms)
1037:		816	(0.0816 ms)
1038:		805	(0.0805 ms)
1039:		838	(0.0838 ms)
1040:		805	(0.0805 ms)
1041:		799	(0.0799 ms)
1042:		838	(0.0838 ms)
1043:		794	(0.0794 ms)
1044:		801	(0.0801 ms)
1045:		839	(0.0839 ms)
1046:		806	(0.0806 ms)
1047:		801	(0.0801 ms)
1048:		852	(0.0852 ms)
1049:		819	(0.0819 ms)
1050:		799	(0.0799 ms)
1051:		844	(0.0844 ms)
1052:		800	(0.08 ms)
1053:		807	(0.0807 ms)
1054:		837	(0.0837 ms)
1055:		806	(0.0806 ms)
1056:		804	(0.0804 ms)
1057:		806	(0.0806 ms)
1058:		840	(0.084 ms)
1059:		808	(0.0808 ms)
1060:		806	(0.0806 ms)
1061:		850	(0.085 ms)
1062:		804	(0.0804 ms)
1063:		805	(0.0805 ms)
1064:		852	(0.0852 ms)
1065:		809	(0.0809 ms)
1066:		800	(0.08 ms)
1067:		843	(0.0843 ms)
1068:		803	(0.0803 ms)
1069:		805	(0.0805 ms)
1070:		841	(0.0841 ms)
1071:		785	(0.0785 ms)
1072:		794	(0.0794 ms)
1073:		847	(0.0847 ms)
1074:		805	(0.0805 ms)
1075:		806	(0.0806 ms)
1076:		845	(0.0845 ms)
1077:		804	(0.0804 ms)
1078:		807	(0.0807 ms)
1079:		845	(0.0845 ms)
1080:		806	(0.0806 ms)
1081:		800	(0.08 ms)
1082:		844	(0.0844 ms)
1083:		807	(0.0807 ms)
1084:		803	(0.0803 ms)
1085:		802	(0.0802 ms)
1086:		842	(0.0842 ms)
1087:		778	(0.0778 ms)
1088:		805	(0.0805 ms)
1089:		841	(0.0841 ms)
1090:		804	(0.0804 ms)
1091:		805	(0.0805 ms)
1092:		844	(0.0844 ms)
1093:		806	(0.0806 ms)
1094:		807	(0.0807 ms)
1095:		838	(0.0838 ms)
1096:		806	(0.0806 ms)
1097:		804	(0.0804 ms)
1098:		863	(0.0863 ms)
1099:		806	(0.0806 ms)
1100:		801	(0.0801 ms)
1101:		846	(0.0846 ms)
1102:		779	(0.0779 ms)
1103:		784	(0.0784 ms)
1104:		841	(0.0841 ms)
1105:		788	(0.0788 ms)
1106:		778	(0.0778 ms)
1107:		838	(0.0838 ms)
1108:		808	(0.0808 ms)
1109:		805	(0.0805 ms)
1110:		853	(0.0853 ms)
1111:		802	(0.0802 ms)
1112:		804	(0.0804 ms)
1113:		806	(0.0806 ms)
1114:		853	(0.0853 ms)
1115:		803	(0.0803 ms)
1116:		802	(0.0802 ms)
1117:		845	(0.0845 ms)
1118:		802	(0.0802 ms)
1119:		805	(0.0805 ms)
1120:		839	(0.0839 ms)
1121:		806	(0.0806 ms)
1122:		816	(0.0816 ms)
1123:		1226	(0.1226 ms)
1124:		802	(0.0802 ms)
1125:		1543	(0.1543 ms)
1126:		845	(0.0845 ms)
1127:		800	(0.08 ms)
1128:		803	(0.0803 ms)
1129:		858	(0.0858 ms)
1130:		809	(0.0809 ms)
1131:		806	(0.0806 ms)
1132:		844	(0.0844 ms)
1133:		819	(0.0819 ms)
1134:		810	(0.081 ms)
1135:		844	(0.0844 ms)
1136:		806	(0.0806 ms)
1137:		805	(0.0805 ms)
1138:		833	(0.0833 ms)
1139:		807	(0.0807 ms)
1140:		801	(0.0801 ms)
1141:		847	(0.0847 ms)
1142:		809	(0.0809 ms)
1143:		805	(0.0805 ms)
1144:		848	(0.0848 ms)
1145:		817	(0.0817 ms)
1146:		804	(0.0804 ms)
1147:		843	(0.0843 ms)
1148:		809	(0.0809 ms)
1149:		803	(0.0803 ms)
1150:		805	(0.0805 ms)
1151:		838	(0.0838 ms)
1152:		802	(0.0802 ms)
1153:		803	(0.0803 ms)
1154:		841	(0.0841 ms)
1155:		804	(0.0804 ms)
1156:		805	(0.0805 ms)
1157:		853	(0.0853 ms)
1158:		803	(0.0803 ms)
1159:		802	(0.0802 ms)
1160:		850	(0.085 ms)
1161:		806	(0.0806 ms)
1162:		802	(0.0802 ms)
1163:		853	(0.0853 ms)
1164:		807	(0.0807 ms)
1165:		803	(0.0803 ms)
1166:		850	(0.085 ms)
1167:		807	(0.0807 ms)
1168:		801	(0.0801 ms)
1169:		843	(0.0843 ms)
1170:		820	(0.082 ms)
1171:		800	(0.08 ms)
1172:		845	(0.0845 ms)
1173:		781	(0.0781 ms)
1174:		807	(0.0807 ms)
1175:		843	(0.0843 ms)
1176:		806	(0.0806 ms)
1177:		803	(0.0803 ms)
1178:		856	(0.0856 ms)
1179:		811	(0.0811 ms)
1180:		808	(0.0808 ms)
1181:		809	(0.0809 ms)
1182:		852	(0.0852 ms)
1183:		807	(0.0807 ms)
1184:		804	(0.0804 ms)
1185:		846	(0.0846 ms)
1186:		810	(0.081 ms)
1187:		967	(0.0967 ms)
1188:		990	(0.099 ms)
1189:		802	(0.0802 ms)
1190:		809	(0.0809 ms)
1191:		840	(0.084 ms)
1192:		811	(0.0811 ms)
1193:		806	(0.0806 ms)
1194:		862	(0.0862 ms)
1195:		813	(0.0813 ms)
1196:		802	(0.0802 ms)
1197:		852	(0.0852 ms)
1198:		809	(0.0809 ms)
1199:		804	(0.0804 ms)
1200:		839	(0.0839 ms)
1201:		806	(0.0806 ms)
1202:		805	(0.0805 ms)
1203:		840	(0.084 ms)
1204:		808	(0.0808 ms)
1205:		804	(0.0804 ms)
1206:		853	(0.0853 ms)
1207:		806	(0.0806 ms)
1208:		804	(0.0804 ms)
1209:		840	(0.084 ms)
1210:		804	(0.0804 ms)
1211:		805	(0.0805 ms)
1212:		851	(0.0851 ms)
1213:		808	(0.0808 ms)
1214:		802	(0.0802 ms)
1215:		798	(0.0798 ms)
1216:		838	(0.0838 ms)
1217:		794	(0.0794 ms)
1218:		806	(0.0806 ms)
1219:		839	(0.0839 ms)
1220:		807	(0.0807 ms)
1221:		802	(0.0802 ms)
1222:		844	(0.0844 ms)
1223:		802	(0.0802 ms)
1224:		802	(0.0802 ms)
1225:		846	(0.0846 ms)
1226:		805	(0.0805 ms)
1227:		803	(0.0803 ms)
1228:		861	(0.0861 ms)
1229:		809	(0.0809 ms)
1230:		840	(0.084 ms)
1231:		848	(0.0848 ms)
1232:		807	(0.0807 ms)
1233:		798	(0.0798 ms)
1234:		841	(0.0841 ms)
1235:		805	(0.0805 ms)
1236:		800	(0.08 ms)
1237:		839	(0.0839 ms)
1238:		802	(0.0802 ms)
1239:		803	(0.0803 ms)
1240:		839	(0.0839 ms)
1241:		803	(0.0803 ms)
1242:		814	(0.0814 ms)
1243:		857	(0.0857 ms)
1244:		810	(0.081 ms)
1245:		781	(0.0781 ms)
1246:		787	(0.0787 ms)
1247:		843	(0.0843 ms)
1248:		807	(0.0807 ms)
1249:		803	(0.0803 ms)
1250:		841	(0.0841 ms)
1251:		805	(0.0805 ms)
1252:		801	(0.0801 ms)
1253:		842	(0.0842 ms)
1254:		807	(0.0807 ms)
1255:		815	(0.0815 ms)
1256:		838	(0.0838 ms)
1257:		806	(0.0806 ms)
1258:		803	(0.0803 ms)
1259:		848	(0.0848 ms)
1260:		803	(0.0803 ms)
1261:		802	(0.0802 ms)
1262:		877	(0.0877 ms)
1263:		806	(0.0806 ms)
1264:		800	(0.08 ms)
1265:		843	(0.0843 ms)
1266:		809	(0.0809 ms)
1267:		815	(0.0815 ms)
1268:		842	(0.0842 ms)
1269:		806	(0.0806 ms)
1270:		802	(0.0802 ms)
1271:		838	(0.0838 ms)
1272:		803	(0.0803 ms)
1273:		807	(0.0807 ms)
1274:		846	(0.0846 ms)
1275:		806	(0.0806 ms)
1276:		803	(0.0803 ms)
1277:		804	(0.0804 ms)
1278:		849	(0.0849 ms)
1279:		815	(0.0815 ms)
1280:		802	(0.0802 ms)
1281:		847	(0.0847 ms)
1282:		803	(0.0803 ms)
1283:		805	(0.0805 ms)
1284:		843	(0.0843 ms)
1285:		805	(0.0805 ms)
1286:		807	(0.0807 ms)
1287:		842	(0.0842 ms)
1288:		805	(0.0805 ms)
1289:		801	(0.0801 ms)
1290:		839	(0.0839 ms)
1291:		805	(0.0805 ms)
1292:		818	(0.0818 ms)
1293:		862	(0.0862 ms)
1294:		807	(0.0807 ms)
1295:		807	(0.0807 ms)
1296:		845	(0.0845 ms)
1297:		809	(0.0809 ms)
1298:		806	(0.0806 ms)
1299:		842	(0.0842 ms)
1300:		809	(0.0809 ms)
1301:		805	(0.0805 ms)
1302:		845	(0.0845 ms)
1303:		806	(0.0806 ms)
1304:		1348	(0.1348 ms)
1305:		1111	(0.1111 ms)
1306:		1105	(0.1105 ms)
1307:		820	(0.082 ms)
1308:		869	(0.0869 ms)
1309:		818	(0.0818 ms)
1310:		810	(0.081 ms)
1311:		849	(0.0849 ms)
1312:		810	(0.081 ms)
1313:		811	(0.0811 ms)
1314:		839	(0.0839 ms)
1315:		819	(0.0819 ms)
1316:		806	(0.0806 ms)
1317:		846	(0.0846 ms)
1318:		808	(0.0808 ms)
1319:		803	(0.0803 ms)
1320:		841	(0.0841 ms)
1321:		806	(0.0806 ms)
1322:		809	(0.0809 ms)
1323:		858	(0.0858 ms)
1324:		806	(0.0806 ms)
1325:		802	(0.0802 ms)
1326:		837	(0.0837 ms)
1327:		815	(0.0815 ms)
1328:		806	(0.0806 ms)
1329:		837	(0.0837 ms)
1330:		808	(0.0808 ms)
1331:		802	(0.0802 ms)
1332:		802	(0.0802 ms)
1333:		837	(0.0837 ms)
1334:		804	(0.0804 ms)
1335:		798	(0.0798 ms)
1336:		843	(0.0843 ms)
1337:		809	(0.0809 ms)
1338:		800	(0.08 ms)
1339:		866	(0.0866 ms)
1340:		806	(0.0806 ms)
1341:		803	(0.0803 ms)
1342:		851	(0.0851 ms)
1343:		811	(0.0811 ms)
1344:		805	(0.0805 ms)
1345:		844	(0.0844 ms)
1346:		804	(0.0804 ms)
1347:		799	(0.0799 ms)
1348:		841	(0.0841 ms)
1349:		803	(0.0803 ms)
1350:		809	(0.0809 ms)
1351:		851	(0.0851 ms)
1352:		806	(0.0806 ms)
1353:		802	(0.0802 ms)
1354:		844	(0.0844 ms)
1355:		809	(0.0809 ms)
1356:		804	(0.0804 ms)
1357:		856	(0.0856 ms)
1358:		781	(0.0781 ms)
1359:		766	(0.0766 ms)
1360:		840	(0.084 ms)
1361:		810	(0.081 ms)
1362:		801	(0.0801 ms)
1363:		807	(0.0807 ms)
1364:		851	(0.0851 ms)
1365:		804	(0.0804 ms)
1366:		800	(0.08 ms)
1367:		839	(0.0839 ms)
1368:		804	(0.0804 ms)
1369:		803	(0.0803 ms)
1370:		839	(0.0839 ms)
1371:		802	(0.0802 ms)
1372:		801	(0.0801 ms)
1373:		854	(0.0854 ms)
1374:		807	(0.0807 ms)
1375:		805	(0.0805 ms)
1376:		853	(0.0853 ms)
1377:		800	(0.08 ms)
1378:		801	(0.0801 ms)
1379:		820	(0.082 ms)
1380:		806	(0.0806 ms)
1381:		806	(0.0806 ms)
1382:		841	(0.0841 ms)
1383:		804	(0.0804 ms)
1384:		806	(0.0806 ms)
1385:		842	(0.0842 ms)
1386:		803	(0.0803 ms)
1387:		806	(0.0806 ms)
1388:		865	(0.0865 ms)
1389:		973	(0.0973 ms)
1390:		970	(0.097 ms)
1391:		845	(0.0845 ms)
1392:		808	(0.0808 ms)
1393:		803	(0.0803 ms)
1394:		802	(0.0802 ms)
1395:		841	(0.0841 ms)
1396:		807	(0.0807 ms)
1397:		803	(0.0803 ms)
1398:		844	(0.0844 ms)
1399:		809	(0.0809 ms)
1400:		816	(0.0816 ms)
1401:		843	(0.0843 ms)
1402:		811	(0.0811 ms)
1403:		795	(0.0795 ms)
1404:		850	(0.085 ms)
1405:		810	(0.081 ms)
1406:		802	(0.0802 ms)
1407:		849	(0.0849 ms)
1408:		809	(0.0809 ms)
1409:		802	(0.0802 ms)
1410:		844	(0.0844 ms)
1411:		812	(0.0812 ms)
1412:		813	(0.0813 ms)
1413:		843	(0.0843 ms)
1414:		805	(0.0805 ms)
1415:		803	(0.0803 ms)
1416:		844	(0.0844 ms)
1417:		806	(0.0806 ms)
1418:		803	(0.0803 ms)
1419:		840	(0.084 ms)
1420:		807	(0.0807 ms)
1421:		802	(0.0802 ms)
1422:		852	(0.0852 ms)
1423:		806	(0.0806 ms)
1424:		814	(0.0814 ms)
1425:		841	(0.0841 ms)
1426:		810	(0.081 ms)
1427:		780	(0.078 ms)
1428:		800	(0.08 ms)
1429:		839	(0.0839 ms)
1430:		805	(0.0805 ms)
1431:		782	(0.0782 ms)
1432:		813	(0.0813 ms)
1433:		793	(0.0793 ms)
1434:		806	(0.0806 ms)
1435:		837	(0.0837 ms)
1436:		805	(0.0805 ms)
1437:		808	(0.0808 ms)
1438:		856	(0.0856 ms)
1439:		812	(0.0812 ms)
1440:		806	(0.0806 ms)
1441:		845	(0.0845 ms)
1442:		807	(0.0807 ms)
1443:		801	(0.0801 ms)
1444:		840	(0.084 ms)
1445:		808	(0.0808 ms)
1446:		804	(0.0804 ms)
1447:		837	(0.0837 ms)
1448:		801	(0.0801 ms)
1449:		812	(0.0812 ms)
1450:		840	(0.084 ms)
1451:		807	(0.0807 ms)
1452:		802	(0.0802 ms)
1453:		839	(0.0839 ms)
1454:		809	(0.0809 ms)
1455:		806	(0.0806 ms)
1456:		802	(0.0802 ms)
1457:		856	(0.0856 ms)
1458:		806	(0.0806 ms)
1459:		804	(0.0804 ms)
1460:		848	(0.0848 ms)
1461:		817	(0.0817 ms)
1462:		802	(0.0802 ms)
1463:		842	(0.0842 ms)
1464:		805	(0.0805 ms)
1465:		800	(0.08 ms)
1466:		841	(0.0841 ms)
1467:		808	(0.0808 ms)
1468:		801	(0.0801 ms)
1469:		846	(0.0846 ms)
1470:		808	(0.0808 ms)
1471:		802	(0.0802 ms)
1472:		854	(0.0854 ms)
1473:		817	(0.0817 ms)
1474:		807	(0.0807 ms)
1475:		849	(0.0849 ms)
1476:		806	(0.0806 ms)
1477:		802	(0.0802 ms)
1478:		842	(0.0842 ms)
1479:		802	(0.0802 ms)
1480:		772	(0.0772 ms)
1481:		825	(0.0825 ms)
1482:		795	(0.0795 ms)
1483:		804	(0.0804 ms)
1484:		835	(0.0835 ms)
1485:		819	(0.0819 ms)
1486:		1512	(0.1512 ms)
1487:		1251	(0.1251 ms)
1488:		1244	(0.1244 ms)
1489:		1313	(0.1313 ms)
1490:		1132	(0.1132 ms)
1491:		1038	(0.1038 ms)
1492:		860	(0.086 ms)
1493:		843	(0.0843 ms)
1494:		1090	(0.109 ms)
1495:		945	(0.0945 ms)
1496:		870	(0.087 ms)
1497:		841	(0.0841 ms)
1498:		792	(0.0792 ms)
1499:		822	(0.0822 ms)
1500:		874	(0.0874 ms)
1501:		818	(0.0818 ms)
1502:		808	(0.0808 ms)
1503:		844	(0.0844 ms)
1504:		820	(0.082 ms)
1505:		811	(0.0811 ms)
1506:		819	(0.0819 ms)
1507:		864	(0.0864 ms)
1508:		804	(0.0804 ms)
1509:		812	(0.0812 ms)
1510:		857	(0.0857 ms)
1511:		811	(0.0811 ms)
1512:		807	(0.0807 ms)
1513:		849	(0.0849 ms)
1514:		808	(0.0808 ms)
1515:		806	(0.0806 ms)
1516:		845	(0.0845 ms)
1517:		807	(0.0807 ms)
1518:		820	(0.082 ms)
1519:		848	(0.0848 ms)
1520:		812	(0.0812 ms)
1521:		802	(0.0802 ms)
1522:		850	(0.085 ms)
1523:		808	(0.0808 ms)
1524:		802	(0.0802 ms)
1525:		850	(0.085 ms)
1526:		800	(0.08 ms)
1527:		790	(0.079 ms)
1528:		845	(0.0845 ms)
1529:		809	(0.0809 ms)
1530:		813	(0.0813 ms)
1531:		846	(0.0846 ms)
1532:		803	(0.0803 ms)
1533:		801	(0.0801 ms)
1534:		841	(0.0841 ms)
1535:		808	(0.0808 ms)
1536:		800	(0.08 ms)
1537:		839	(0.0839 ms)
1538:		800	(0.08 ms)
1539:		800	(0.08 ms)
1540:		803	(0.0803 ms)
1541:		855	(0.0855 ms)
1542:		817	(0.0817 ms)
1543:		812	(0.0812 ms)
1544:		843	(0.0843 ms)
1545:		809	(0.0809 ms)
1546:		807	(0.0807 ms)
1547:		845	(0.0845 ms)
1548:		811	(0.0811 ms)
1549:		806	(0.0806 ms)
1550:		846	(0.0846 ms)
1551:		807	(0.0807 ms)
1552:		804	(0.0804 ms)
1553:		840	(0.084 ms)
1554:		808	(0.0808 ms)
1555:		817	(0.0817 ms)
1556:		853	(0.0853 ms)
1557:		809	(0.0809 ms)
1558:		804	(0.0804 ms)
1559:		848	(0.0848 ms)
1560:		808	(0.0808 ms)
1561:		804	(0.0804 ms)
1562:		821	(0.0821 ms)
1563:		802	(0.0802 ms)
1564:		760	(0.076 ms)
1565:		829	(0.0829 ms)
1566:		808	(0.0808 ms)
1567:		811	(0.0811 ms)
1568:		843	(0.0843 ms)
1569:		807	(0.0807 ms)
1570:		803	(0.0803 ms)
1571:		803	(0.0803 ms)
1572:		849	(0.0849 ms)
1573:		807	(0.0807 ms)
1574:		803	(0.0803 ms)
1575:		849	(0.0849 ms)
1576:		807	(0.0807 ms)
1577:		806	(0.0806 ms)
1578:		845	(0.0845 ms)
1579:		816	(0.0816 ms)
1580:		806	(0.0806 ms)
1581:		841	(0.0841 ms)
1582:		808	(0.0808 ms)
1583:		806	(0.0806 ms)
1584:		843	(0.0843 ms)
1585:		805	(0.0805 ms)
1586:		807	(0.0807 ms)
1587:		844	(0.0844 ms)
1588:		809	(0.0809 ms)
1589:		802	(0.0802 ms)
1590:		862	(0.0862 ms)
1591:		821	(0.0821 ms)
1592:		809	(0.0809 ms)
1593:		847	(0.0847 ms)
1594:		806	(0.0806 ms)
1595:		805	(0.0805 ms)
1596:		843	(0.0843 ms)
1597:		814	(0.0814 ms)
1598:		809	(0.0809 ms)
1599:		838	(0.0838 ms)
1600:		809	(0.0809 ms)
1601:		807	(0.0807 ms)
1602:		840	(0.084 ms)
1603:		822	(0.0822 ms)
1604:		802	(0.0802 ms)
1605:		848	(0.0848 ms)
1606:		811	(0.0811 ms)
1607:		809	(0.0809 ms)
1608:		802	(0.0802 ms)
1609:		850	(0.085 ms)
1610:		811	(0.0811 ms)
1611:		801	(0.0801 ms)
1612:		843	(0.0843 ms)
1613:		806	(0.0806 ms)
1614:		803	(0.0803 ms)
1615:		839	(0.0839 ms)
1616:		816	(0.0816 ms)
1617:		800	(0.08 ms)
1618:		838	(0.0838 ms)
1619:		807	(0.0807 ms)
1620:		803	(0.0803 ms)
1621:		857	(0.0857 ms)
1622:		807	(0.0807 ms)
1623:		804	(0.0804 ms)
1624:		853	(0.0853 ms)
1625:		806	(0.0806 ms)
1626:		807	(0.0807 ms)
1627:		843	(0.0843 ms)
1628:		819	(0.0819 ms)
1629:		807	(0.0807 ms)
1630:		846	(0.0846 ms)
1631:		810	(0.081 ms)
1632:		804	(0.0804 ms)
1633:		837	(0.0837 ms)
1634:		812	(0.0812 ms)
1635:		802	(0.0802 ms)
1636:		838	(0.0838 ms)
1637:		808	(0.0808 ms)
1638:		804	(0.0804 ms)
1639:		802	(0.0802 ms)
1640:		867	(0.0867 ms)
1641:		806	(0.0806 ms)
1642:		806	(0.0806 ms)
1643:		847	(0.0847 ms)
1644:		804	(0.0804 ms)
1645:		807	(0.0807 ms)
1646:		844	(0.0844 ms)
1647:		807	(0.0807 ms)
1648:		810	(0.081 ms)
1649:		850	(0.085 ms)
1650:		806	(0.0806 ms)
1651:		805	(0.0805 ms)
1652:		822	(0.0822 ms)
1653:		797	(0.0797 ms)
1654:		806	(0.0806 ms)
1655:		854	(0.0854 ms)
1656:		803	(0.0803 ms)
1657:		806	(0.0806 ms)
1658:		848	(0.0848 ms)
1659:		806	(0.0806 ms)
1660:		804	(0.0804 ms)
1661:		843	(0.0843 ms)
1662:		807	(0.0807 ms)
1663:		808	(0.0808 ms)
1664:		915	(0.0915 ms)
1665:		1357	(0.1357 ms)
1666:		1294	(0.1294 ms)
1667:		1008	(0.1008 ms)
1668:		811	(0.0811 ms)
1669:		787	(0.0787 ms)
1670:		826	(0.0826 ms)
1671:		811	(0.0811 ms)
1672:		807	(0.0807 ms)
1673:		843	(0.0843 ms)
1674:		804	(0.0804 ms)
1675:		817	(0.0817 ms)
1676:		843	(0.0843 ms)
1677:		807	(0.0807 ms)
1678:		809	(0.0809 ms)
1679:		835	(0.0835 ms)
1680:		806	(0.0806 ms)
1681:		803	(0.0803 ms)
1682:		806	(0.0806 ms)
1683:		841	(0.0841 ms)
1684:		809	(0.0809 ms)
1685:		803	(0.0803 ms)
1686:		852	(0.0852 ms)
1687:		817	(0.0817 ms)
1688:		806	(0.0806 ms)
1689:		847	(0.0847 ms)
1690:		804	(0.0804 ms)
1691:		800	(0.08 ms)
1692:		843	(0.0843 ms)
1693:		806	(0.0806 ms)
1694:		790	(0.079 ms)
1695:		842	(0.0842 ms)
1696:		804	(0.0804 ms)
1697:		803	(0.0803 ms)
1698:		841	(0.0841 ms)
1699:		806	(0.0806 ms)
1700:		812	(0.0812 ms)
1701:		837	(0.0837 ms)
1702:		804	(0.0804 ms)
1703:		800	(0.08 ms)
1704:		852	(0.0852 ms)
1705:		805	(0.0805 ms)
1706:		801	(0.0801 ms)
1707:		838	(0.0838 ms)
1708:		804	(0.0804 ms)
1709:		799	(0.0799 ms)
1710:		802	(0.0802 ms)
1711:		837	(0.0837 ms)
1712:		797	(0.0797 ms)
1713:		802	(0.0802 ms)
1714:		835	(0.0835 ms)
1715:		800	(0.08 ms)
1716:		802	(0.0802 ms)
1717:		832	(0.0832 ms)
1718:		806	(0.0806 ms)
1719:		805	(0.0805 ms)
1720:		854	(0.0854 ms)
1721:		810	(0.081 ms)
1722:		799	(0.0799 ms)
1723:		837	(0.0837 ms)
1724:		815	(0.0815 ms)
1725:		806	(0.0806 ms)
1726:		841	(0.0841 ms)
1727:		802	(0.0802 ms)
1728:		808	(0.0808 ms)
1729:		836	(0.0836 ms)
1730:		804	(0.0804 ms)
1731:		802	(0.0802 ms)
1732:		840	(0.084 ms)
1733:		801	(0.0801 ms)
1734:		804	(0.0804 ms)
1735:		845	(0.0845 ms)
1736:		816	(0.0816 ms)
1737:		788	(0.0788 ms)
1738:		775	(0.0775 ms)
1739:		840	(0.084 ms)
1740:		788	(0.0788 ms)
1741:		772	(0.0772 ms)
1742:		854	(0.0854 ms)
1743:		805	(0.0805 ms)
1744:		802	(0.0802 ms)
1745:		840	(0.084 ms)
1746:		801	(0.0801 ms)
1747:		804	(0.0804 ms)
1748:		844	(0.0844 ms)
1749:		796	(0.0796 ms)
1750:		804	(0.0804 ms)
1751:		849	(0.0849 ms)
1752:		803	(0.0803 ms)
1753:		801	(0.0801 ms)
1754:		849	(0.0849 ms)
1755:		806	(0.0806 ms)
1756:		805	(0.0805 ms)
1757:		841	(0.0841 ms)
1758:		800	(0.08 ms)
1759:		800	(0.08 ms)
1760:		840	(0.084 ms)
1761:		817	(0.0817 ms)
1762:		799	(0.0799 ms)
1763:		846	(0.0846 ms)
1764:		804	(0.0804 ms)
1765:		801	(0.0801 ms)
1766:		801	(0.0801 ms)
1767:		846	(0.0846 ms)
1768:		804	(0.0804 ms)
1769:		805	(0.0805 ms)
1770:		845	(0.0845 ms)
1771:		804	(0.0804 ms)
1772:		804	(0.0804 ms)
1773:		847	(0.0847 ms)
1774:		802	(0.0802 ms)
1775:		808	(0.0808 ms)
1776:		839	(0.0839 ms)
1777:		802	(0.0802 ms)
1778:		805	(0.0805 ms)
1779:		843	(0.0843 ms)
1780:		791	(0.0791 ms)
1781:		796	(0.0796 ms)
1782:		841	(0.0841 ms)
1783:		804	(0.0804 ms)
1784:		801	(0.0801 ms)
1785:		861	(0.0861 ms)
1786:		817	(0.0817 ms)
1787:		802	(0.0802 ms)
1788:		839	(0.0839 ms)
1789:		802	(0.0802 ms)
1790:		808	(0.0808 ms)
1791:		836	(0.0836 ms)
1792:		808	(0.0808 ms)
1793:		800	(0.08 ms)
1794:		836	(0.0836 ms)
1795:		805	(0.0805 ms)
1796:		805	(0.0805 ms)
1797:		793	(0.0793 ms)
1798:		813	(0.0813 ms)
1799:		799	(0.0799 ms)
1800:		802	(0.0802 ms)
1801:		858	(0.0858 ms)
1802:		806	(0.0806 ms)
1803:		805	(0.0805 ms)
1804:		850	(0.085 ms)
1805:		808	(0.0808 ms)
1806:		804	(0.0804 ms)
1807:		845	(0.0845 ms)
1808:		805	(0.0805 ms)
1809:		803	(0.0803 ms)
